lng,lat
-123.2374563,43.16992020000001
-122.84226,46.00813
-84.1224036,33.0531651
-77.99670429999998,35.2939432
-81.64639,41.09923
-80.4,25.9
-87.28085,33.83129
-93.318747,33.3717338
-124.28957,42.0549
-77.99670429999998,35.2939432
-91.1161166,31.0516381
-92.64116,35.16077
-76.7567368,35.8087701
-87.3612205,36.4722803
-81.20781640000001,34.7649635
-116.75491,47.86058
-121.6331637,43.4990707
-90.6393702,31.5810726
-87.86693000000002,41.95494
-123.00316409999998,46.036805
-89.1324866,32.3077848
-88.14865700000001,33.5814059
-74.17390569999998,40.73507470000001
-89.47569,32.3642
-106.8063989,41.4549764
-93.22334,35.03342
-86.8094808,33.5178769
-123.0847061,44.06371729999999
-79.7512033,34.0685346
-94.7357406,30.9158849
-78.67958359999999,38.1677192
-122.94969009999998,44.8023143
-87.29167129999998,33.8226751
-123.6108694,42.589495
-89.1324866,32.3077848
-94.028678,34.1318213
-88.8838834,34.746889200000005
-87.0424393,32.4800392
-93.1478514,35.031174799999995
-91.9294681,38.3639658
-123.19913,45.2092
-93.1378173,33.8905971
-88.60973,41.31028
-89.1324866,32.3077848
-84.16461629999998,37.1324496
-84.5012435,32.078269899999995
-81.69075,41.50473
-123.4351223,42.9253904
-85.14586,31.894990000000004
-92.8178291,33.8983023
-92.6785092,34.1463434
-116.75491,47.86058
-109.9973244,34.53802879999999
-87.29167129999998,33.8226751
-94.73577,30.916090000000004
-94.028678,34.1318213
-89.1324866,32.3077848
-90.6393702,31.5810726
-92.8178291,34.3431454
-93.55185,34.32564
-109.9973244,33.8549816
-123.0776058,44.25532860000001
-92.1057549,33.6444761
-122.2770147,45.6128131
-91.7538817,33.6946684
-116.90253020000002,46.20350879999999
-116.7977799,43.94233970000001
-92.1057549,33.6444761
-92.6785092,34.1463434
-91.443469,31.162986
-92.1057549,33.6444761
-70.62,41.69
-79.3127543,35.9371041
-92.61662,33.72609
-92.1057549,33.6444761
-92.2039933,31.860018300000004
-82.36688699999998,32.9133543
-106.4,31.81
-89.1324866,32.7603148
-88.7493998,31.6678378
-92.1057549,33.6444761
-90.2807868,44.7940364
-83.37893890000002,30.7729189
-93.1378173,33.8905971
-106.8063989,41.4549764
-122.67563,45.5118
-80.4,25.9
-89.20867729999998,33.3909832
-87.32149079999998,31.5319093
-93.1478514,35.031174799999995
-86.8094808,33.5178769
-82.2365981,31.3250399
-116.1006931,45.8917511
-89.81,33.78399
-91.1736994,37.9302463
-99.50223,27.53092
-80.09,26.66
-90.6393702,31.5810726
-86.81175999999998,33.52068
-76.7567368,35.8087701
-124.15953,40.80328
-123.0847061,44.06371729999999
-121.22745,40.3114
-92.6387795,35.164238899999994
-103.7752634,44.0520536
-123.9260215,46.8765217
-116.6132313,43.58962639999999
-123.2842446,45.18350820000001
-92.1057549,33.6444761
-124.0075476,40.44518910000001
-123.4351223,42.9253904
-86.8094808,33.5178769
-92.82957,33.58699
-93.682608,31.5982488
-92.6785092,34.1463434
-123.4293696,43.1038157
-94.4182089,32.5729402
-81.49379929999998,31.6860953
-121.6626561,45.7834627
-92.0959429,32.5312001
-86.81175999999998,33.52068
-77.4128193,35.3744041
-116.6132313,43.58962639999999
-113.7394389,47.3013686
-89.16391,36.33893
-124.1460963,40.8134774
-93.4397386,31.3768166
-107.71625,38.4948194
-92.1057549,33.6444761
-122.5337802,45.0503046
-123.213851,39.14119700000001
-83.28093,30.83473
-122.94969009999998,44.8023143
-94.9350929,36.031526
-91.50077,44.81658
-121.82048,45.72558
-123.0847061,44.06371729999999
-97.51488,34.4488
-116.7977799,43.94233970000001
-122.5337802,45.0503046
-122.94969009999998,44.8023143
-84.1224036,33.0531651
-121.6164031,45.629922
-122.38428,41.42508
-89.47569,32.3642
-94.028678,34.1318213
-81.36194019999998,32.98209
-123.4351223,42.9253904
-116.7977799,43.94233970000001
-99.50223,27.53092
-89.81,33.78399
-81.3701881,32.1379843
-76.47023,39.22006
-92.1057549,33.6444761
-92.6785092,34.1463434
-90.6393702,31.5810726
-123.36505,42.94962
-110.9715269,32.2147915
-94.9350929,36.031526
-93.318747,33.3717338
-77.4128193,35.3744041
-122.2427,38.18766110000001
-93.6243133,41.5816456
-121.2317125,40.3077991
-90.01865550000002,31.60548799999999
-77.6077865,36.6907028
-93.1478514,35.031174799999995
-122.9281375,40.7415454
-123.4972064,43.0246011
-92.0959429,32.5312001
-87.29167129999998,33.8226751
-86.6207943,31.720525899999995
-92.6785092,34.1463434
-123.4351223,42.9253904
-123.0847061,44.06371729999999
-89.28874,31.98287
-120.38219,37.9833
-92.6586401,30.82273630000001
-110.50862859999998,45.65495749999999
-87.89424509999998,35.5912275
-89.1324866,32.3077848
-123.36505,42.94962
-121.5415985,45.6259291
-87.83785999999998,32.50476
-123.36505,42.94962
-122.91101,46.57564
-87.29167129999998,33.8226751
-74.4818698,40.4430064
-87.73696070000004,31.9272428
-111.9737732,41.2231225
-77.99670429999998,35.2939432
-88.59517509999998,32.3029712
-88.8838834,34.746889200000005
-89.17676999999998,33.31193
-123.0550763,45.6799234
-88.22664340000001,44.0252393
-77.99670429999998,35.2939432
-89.47569,32.3642
-123.06972749999998,43.7887466
-76.4505243,39.2227668
-95.6037465,34.2476471
-89.11771999999998,32.771609999999995
-92.59497,31.94111
-79.7512033,34.0685346
-91.50150090000001,44.85941920000001
-114.18228,48.37064
-92.6387795,35.164238899999994
-90.0523125,35.1428747
-89.81,33.78399
-88.94785,34.72965
-79.2676668,34.1920258
-90.2174318,38.629185
-82.8748301,39.83441679999999
-91.09694,43.0531025
-118.24532,34.053490000000004
-117.1647094,32.7269669
-115.5799503,32.682647100000004
-90.4691097,31.3304352
-92.78877,32.533840000000005
-92.3616203,35.0819701
-120.9474747,37.7280941
-116.5601562,47.8996027
-82.605118,30.2730727
-110.4738762,41.2758519
-82.10606829999998,31.08952129999999
-88.6048306,41.34266160000001
-122.5110937,44.8085931
-99.50223,27.53092
-88.6048306,41.34266160000001
-88.9222277,31.1894537
-124.131221,42.0809237
-117.7348304,48.6306003
-116.5601562,47.8996027
-123.3070994,43.2823954
-107.71625,38.4948194
-88.8838834,34.746889200000005
-94.028678,34.1318213
-81.58157759999997,32.324029100000004
-94.028678,34.1318213
-120.3666099,37.9768028
-88.362785,34.275721000000004
-108.120312,44.56120139999999
-90.01865550000002,31.60548799999999
-90.01865550000002,31.60548799999999
-95.2684437,37.3084425
-81.78333,32.44892
-122.94969009999998,44.8023143
-92.1253854,37.7259436
-89.1324866,32.3077848
-87.93249,33.64467
-79.92486690000001,32.7791432
-116.9334199,48.40441
-93.318747,33.3717338
-121.1646507,45.6161922
-89.47569,32.3642
-89.2277026,31.9677239
-120.38219,37.9833
-99.50223,27.53092
-89.1324866,32.3077848
-83.7411631,32.4498466
-88.6048306,41.34266160000001
-99.4450439,27.5676627
-116.77875520000002,46.8872308
-87.32149079999998,31.5319093
-92.1253854,37.7259436
-124.131221,42.0809237
-86.8094808,33.5178769
-93.1378173,33.8905971
-84.55628779999998,42.7371075
-81.00920620000002,35.5142161
-99.50223,27.53092
-88.61448390000002,32.958653600000005
-76.60372219999998,39.29941450000001
-89.1324866,32.3077848
-88.7493998,31.6678378
-87.5791287,32.9204235
-92.1057549,33.6444761
-84.55628779999998,42.7371075
-88.6048306,41.34266160000001
-86.8094808,33.5178769
-124.131221,42.0809237
-89.1324866,32.3077848
-81.00920620000002,35.5142161
-87.91386700000002,32.4068841
-95.2684437,37.3084425
-95.2684437,37.3084425
-84.6688348,32.085419
-89.1324866,32.3077848
-122.57804,45.14765
-94.9350929,36.031526
-103.2977859,44.2401446
-116.5622428,47.2237308
-122.5337802,45.0503046
-122.9615521,42.4081356
-92.84856,33.91661
-92.1253854,37.7259436
-123.9260215,46.8765217
-120.9474747,37.7280941
-123.4351223,42.9253904
-122.9490589,46.7417817
-86.6409554,40.60630020000001
-103.2977859,44.2401446
-113.7394389,47.3013686
-117.4673845,34.08378700000001
-95.25839,37.34051
-79.84449000000002,38.92402
-84.16461629999998,37.1324496
-120.38219,37.9833
-123.51426200000002,45.1916734
-120.3798102,42.2130921
-116.7977799,43.94233970000001
-121.3948665,44.5607769
-92.6586401,30.82273630000001
-122.5337802,45.0503046
-123.4272047,42.78881370000001
-92.1057549,33.6444761
-94.97267,35.91135999999999
-103.2977859,44.2401446
-122.2859016,46.5443556
-89.8879304,30.7579352
-96.79625279999999,32.7863301
-86.8094808,33.5178769
-116.5601562,47.8996027
-123.3070994,43.2823954
-122.7691734,46.027172
-92.0959429,32.5312001
-123.20791,39.15093
-113.48294,47.17743
-93.14941,33.92195
-118.8123938,45.6373126
-116.7977799,43.94233970000001
-114.1413442,48.4479632
-87.91386700000002,32.4068841
-95.25839,37.34051
-91.1161166,31.0516381
-89.1324866,32.3077848
-92.2039933,31.860018300000004
-87.32149079999998,31.5319093
-86.8094808,33.5178769
-88.8838834,34.746889200000005
-88.07889,33.5603
-81.80057240000002,36.47855379999999
-117.01705,46.41873
-86.81175999999998,33.52068
-93.1478514,35.031174799999995
-81.1747498,32.1047515
-116.7977799,43.94233970000001
-106.8063989,41.4549764
-85.1686743,32.15074680000001
-103.2977859,44.2401446
-120.38219,37.9833
-86.6207943,31.720525899999995
-87.83532779999999,35.1736018
-87.91386700000002,32.4068841
-92.2039933,31.860018300000004
-123.717363,45.48291079999999
-123.6034682,46.63574029999999
-121.5415985,45.6259291
-120.38219,37.9833
-88.57585739999998,37.0100528
-123.6108694,42.589495
-81.08650349999998,36.2013832
-76.60372219999998,39.29941450000001
-123.06972749999998,43.7887466
-90.9247501,32.4659886
-124.28957,42.0549
-88.362785,34.275721000000004
-92.1253854,37.7259436
-89.5120084,32.4910672
-95.3704009,29.752554
-90.4611,31.14433
-116.5601562,47.8996027
-90.0523125,35.1428747
-93.1478514,35.031174799999995
-77.4128193,36.4679926
-87.5791287,32.9204235
-92.1057549,33.6444761
-90.01865550000002,31.60548799999999
-93.55185,34.32564
-84.1224036,33.0531651
-95.2005729,29.6813519
-122.67563,45.5118
-92.0959429,32.5312001
-99.50223,27.53092
-123.2374563,43.16992020000001
-87.02244420000002,31.0909734
-77.99670429999998,38.4319863
-88.362785,34.275721000000004
-81.20781640000001,34.7649635
-92.5792482,33.1872424
-122.2200065,39.8994909
-92.1057549,33.6444761
-89.11771999999998,32.771609999999995
-88.7493998,31.6678378
-89.13896,30.85911
-92.6586401,30.82273630000001
-92.1057549,33.6444761
-122.2200065,39.8994909
-93.14941,33.92195
-84.7002041,34.4272061
-122.23539,40.17806
-123.51426200000002,45.1916734
-123.4351223,42.9253904
-122.4014193,40.1381076
-88.8838834,34.746889200000005
-91.50077,44.81658
-94.4182089,32.5729402
-89.9986,31.60508
-71.06166230000002,41.9427194
-87.89424509999998,35.5912275
-88.61448390000002,32.958653600000005
-118.8123938,45.6373126
-91.4048249,37.5877447
-117.41228,47.65726
-123.6108694,42.589495
-87.24192990000002,33.2507984
-122.4768981,44.7677947
-121.6932437,41.0249681
-91.50077,44.81658
-107.71625,38.4948194
-86.6207943,31.720525899999995
-76.60372219999998,39.29941450000001
-77.4128193,35.3744041
-81.36194019999998,32.98209
-122.94969009999998,44.8023143
-122.4768981,44.7677947
-71.06166230000002,41.9427194
-107.71625,38.4948194
-76.60372219999998,39.29941450000001
-93.4397386,31.3768166
-91.50077,44.81658
-93.1378173,33.8905971
-92.7381672,32.0997126
-84.6688348,32.085419
-93.4397386,31.3768166
-88.40859,34.2736
-92.5792482,33.1872424
-93.318747,33.3717338
-123.6108694,42.589495
-84.98175400000002,30.2937344
-88.59517509999998,32.3029712
-79.97522120000002,36.3708661
-89.20867729999998,33.3909832
-93.1378173,33.8905971
-109.9973244,33.8549816
-92.5792482,33.1872424
-123.4351223,42.9253904
-90.7152749,31.9453064
-122.3667585,48.4094193
-85.1686743,32.15074680000001
-93.22334,35.03342
-90.1729106,32.3163028
-89.81303559999998,33.7516314
-123.6034682,46.63574029999999
-123.2374563,43.16992020000001
-89.5120084,32.4910672
-89.2277026,31.9677239
-121.6324881,46.491285
-92.6586401,33.723273299999995
-92.44319,33.159440000000004
-89.81303559999998,33.7516314
-122.3667585,48.4094193
-93.4397386,31.3768166
-106.48749,31.75917
-92.6387795,35.164238899999994
-94.4182089,32.5729402
-92.1253854,37.7259436
-90.9247501,32.4659886
-81.36194019999998,32.98209
-91.50077,44.81658
-91.50077,44.81658
-91.50077,44.81658
-87.91386700000002,32.4068841
-84.1224036,33.0531651
-116.6132313,43.58962639999999
-81.49379929999998,31.6860953
-77.4128193,35.3744041
-92.6387795,35.164238899999994
-93.682608,31.5982488
-121.59246,43.55591
-88.35989980000002,38.3786646
-123.4351223,42.9253904
-76.7567368,35.8087701
-99.50223,27.53092
-88.59517509999998,32.3029712
-90.3244837,45.5436057
-87.3612205,36.4722803
-123.4351223,42.9253904
-108.120312,44.56120139999999
-81.49379929999998,31.6860953
-85.1686743,32.15074680000001
-92.81273,34.36278
-95.36968,29.760590000000004
-77.99670429999998,38.4319863
-123.36505,42.94962
-92.6586401,30.82273630000001
-95.2684437,31.747624100000003
-83.0495622,42.328245
-81.3701881,32.1379843
-85.37562489999998,32.7008882
-93.4397386,31.3768166
-93.1478514,35.031174799999995
-122.7691734,46.027172
-123.0550763,45.6799234
-93.1478514,35.031174799999995
-92.64116,35.16077
-92.41574,41.02013
-116.9334199,48.40441
-114.2704102,48.1865701
-117.7348304,48.6306003
-109.9973244,34.53802879999999
-90.6393702,31.5810726
-83.6135572,30.1652944
-78.8000278,35.5843376
-76.60372219999998,39.29941450000001
-93.4397386,31.3768166
-88.038754,30.705882899999995
-92.6387795,35.164238899999994
-106.3934777,37.6231283
-89.55756,31.6434
-122.9490589,46.7417817
-87.91386700000002,32.4068841
-121.6164031,45.629922
-124.131221,42.0809237
-124.131221,42.0809237
-86.71897,31.6673
-113.7394389,47.3013686
-77.4128193,35.3744041
-123.6108694,42.589495
-76.60372219999998,39.29941450000001
-83.54965659999998,30.781517600000004
-122.6882145,45.505603
-121.9078193,43.47400620000001
-88.038754,30.705882899999995
-122.95059,46.14682
-122.28015,40.4526321
-85.37562489999998,32.7008882
-76.60372219999998,39.29941450000001
-92.9575607,36.0312601
-88.59517509999998,32.3029712
-122.9281375,40.7415454
-92.65685,32.080009999999994
-92.8178291,34.3431454
-82.36688699999998,32.9133543
-94.7357406,30.9158849
-77.4128193,35.3744041
-76.583499,38.0589967
-95.6037465,34.2476471
-121.6932437,41.0249681
-123.2005853,43.9697922
-124.15953,40.80328
-86.81175999999998,33.52068
-77.43862,35.37511
-92.95844,33.30368
-122.4417426,47.2529105
-122.2427,38.18766110000001
-121.6164031,45.629922
-94.35011,32.54635
-109.9973244,34.53802879999999
-116.6132313,43.58962639999999
-123.0847061,44.06371729999999
-81.49379929999998,31.6860953
-90.6393702,31.5810726
-91.1736994,37.9302463
-123.6108694,42.589495
-123.81598,46.97587
-98.3307468,32.554737100000004
-123.45574,44.54345989999999
-123.51426200000002,45.1916734
-81.64734399999998,34.2679755
-121.5415985,45.6259291
-85.8281458,36.5582244
-77.4128193,35.3744041
-103.7752634,44.0520536
-76.7567368,35.8087701
-116.6132313,43.58962639999999
-89.1324866,32.7603148
-121.6626561,45.7834627
-122.4768981,44.7677947
-93.4397386,31.3768166
-116.5601562,47.8996027
-93.97192,31.25752
-95.35208759999999,41.9932314
-123.4351223,42.9253904
-113.7394389,47.3013686
-84.98175400000002,30.2937344
-103.2977859,44.2401446
-123.06972749999998,43.7887466
-87.91386700000002,32.4068841
-122.4014193,40.1381076
-106.8063989,41.4549764
-121.6324881,46.491285
-103.2977859,44.2401446
-97.96466,29.56952
-97.96466,29.56952
-95.35208759999999,41.9932314
-92.1057549,33.6444761
-123.00316409999998,46.036805
-89.81303559999998,33.7516314
-87.89424509999998,33.2859551
-92.2039933,31.860018300000004
-121.51073,45.70886
-95.25839,37.34051
-89.20867729999998,33.3909832
-93.4397386,31.3768166
-123.0826335,44.9046074
-87.86693000000002,41.95494
-94.65562,31.603590000000004
-94.4182089,34.49535460000001
-92.6586401,31.91961239999999
-86.6207943,31.720525899999995
-86.6207943,31.720525899999995
-87.0424393,32.4800392
-122.9490589,46.7417817
-120.3798102,42.2130921
-90.04926,35.149770000000004
-93.1478514,35.031174799999995
-123.06972749999998,43.7887466
-81.22985299999998,32.7490635
-122.5337802,45.0503046
-86.6207943,31.720525899999995
-87.91386700000002,32.4068841
-123.6108694,42.589495
-123.06972749999998,43.7887466
-124.131221,42.0809237
-123.00316409999998,46.036805
-77.6077865,36.6907028
-121.6331637,43.4990707
-123.4351223,42.9253904
-97.96466,29.56952
-96.42086,42.49991
-80.73876,36.76942
-86.23617440000002,34.2512489
-110.50862859999998,45.65495749999999
-86.23617440000002,34.2512489
-77.4128193,35.3744041
-122.94039,40.73243
-93.1478514,35.031174799999995
-87.5791287,32.9204235
-92.59497,31.94111
-89.5120084,32.4910672
-123.4351223,42.9253904
-123.2184154,43.0762203
-91.0777723,36.5397311
-124.131221,42.0809237
-95.25839,37.34051
-122.4329242,41.4597837
-93.682608,31.5982488
-116.90253020000002,46.20350879999999
-123.9260215,46.8765217
-121.22745,40.3114
-116.9420561,48.03810619999999
-90.04926,35.149770000000004
-121.6626561,45.7834627
-121.6626561,45.7834627
-122.8348938,45.1308865
-121.82048,45.72558
-123.2842446,45.18350820000001
-120.3761229,47.3821918
-122.3667585,48.4094193
-122.38428,41.42508
-88.22664340000001,44.0252393
-95.3704009,29.752554
-85.85003,36.53577
-117.4316272,47.66007159999999
-119.0692659,35.93935829999999
-123.4351223,42.9253904
-113.7394389,47.3013686
-91.7538817,33.6946684
-121.8347401,45.83542050000001
-93.9776389,29.8796363
-124.28957,42.0549
-111.1414226,41.7629175
-93.1478514,35.031174799999995
-87.62850990000004,41.6466255
-95.25839,37.34051
-90.6393702,31.5810726
-81.22985299999998,32.7490635
-123.3006354,48.0962308
-123.4351223,42.9253904
-123.0847061,44.06371729999999
-87.86970559999996,41.95450049999999
-116.5601562,47.8996027
-74.39393390000002,40.5054763
-85.1686743,32.15074680000001
-90.01865550000002,31.60548799999999
-88.362785,34.275721000000004
-90.04926,35.149770000000004
-83.78364029999999,31.954542100000005
-83.78364029999999,31.954542100000005
-93.1378173,33.8905971
-123.0847061,44.06371729999999
-124.1460963,40.8134774
-76.58352,38.02917
-88.59517509999998,32.3029712
-87.75665129999999,30.62373909999999
-93.22334,35.03342
-123.42042,42.51792
-123.2374563,43.16992020000001
-81.3701881,32.1379843
-90.7152749,31.9453064
-121.6324881,46.491285
-92.6643,30.81555
-116.1006931,45.8917511
-86.8094808,33.5178769
-95.3704009,29.752554
-120.3798102,42.2130921
-77.44075,36.49192
-90.6393702,31.5810726
-93.1378173,33.8905971
-122.84226,46.00813
-117.9073244,33.8276052
-74.17390569999998,40.73507470000001
-116.9420561,48.03810619999999
-122.53305,45.28791
-121.6626561,45.7834627
-92.6586401,31.91961239999999
-74.39393390000002,40.5054763
-116.7977799,43.94233970000001
-90.5839577,47.99954839999999
-121.6331637,43.4990707
-74.8624092,40.1101484
-92.9575607,36.0312601
-92.9575607,36.0312601
-123.08855,44.04992
-95.83184,37.53017
-123.0847061,44.06371729999999
-95.25839,37.34051
-95.25839,37.34051
-76.7567368,35.8087701
-77.4128193,36.4679926
-85.23084140000002,30.670725
-95.3704009,29.752554
-117.7348304,48.6306003
-106.2522143,37.1020511
-116.7977799,43.94233970000001
-77.4128193,35.3744041
-121.6932437,41.0249681
-105.0265195,39.73803710000001
-121.2317125,40.3077991
-95.61988,34.2313
-106.2522143,37.1020511
-116.9420561,48.03810619999999
-74.17390569999998,40.73507470000001
-116.9334199,48.40441
-87.83785999999998,32.50476
-123.06972749999998,43.7887466
-123.0847061,44.06371729999999
-94.9350929,36.031526
-123.213851,39.14119700000001
-90.4125181,40.021555
-101.3134847,48.1409274
-117.3263893,34.0559145
-109.9973244,34.53802879999999
-121.2317125,40.3077991
-86.6207943,31.720525899999995
-123.4351223,42.9253904
-76.60372219999998,39.29941450000001
-116.347466,47.2193876
-123.4351223,42.9253904
-116.90253020000002,46.20350879999999
-89.5120084,32.4910672
-116.7977799,43.94233970000001
-116.7977799,43.94233970000001
-85.14586,31.894990000000004
-122.4014193,40.1381076
-122.2770147,45.6128131
-95.25839,37.34051
-95.25839,37.34051
-83.78364029999999,31.954542100000005
-86.6207943,31.720525899999995
-123.0847061,44.06371729999999
-89.1324866,32.3077848
-92.6586401,30.82273630000001
-88.9222277,31.1894537
-86.7818523,34.0667074
-122.6882145,45.505603
-117.4316272,47.66007159999999
-89.1324866,32.3077848
-122.9260393,42.5373368
-122.7691734,46.027172
-84.6688348,32.085419
-92.24201,31.90384
-122.6882145,45.505603
-122.6882145,45.505603
-93.9776389,29.8796363
-123.2842446,45.18350820000001
-94.028678,34.1318213
-95.2684437,37.3084425
-79.3127543,35.9371041
-86.8094808,33.5178769
-94.8520636,30.2999848
-122.5337802,45.0503046
-95.25839,37.34051
-95.25839,37.34051
-121.2317125,40.3077991
-95.25839,37.34051
-123.4972064,43.0246011
-89.47569,32.3642
-120.3798102,42.2130921
-95.24252,29.73247000000001
-90.6393702,40.916522
-74.17390569999998,40.73507470000001
-115.1657994,47.331185700000006
-81.20781640000001,34.7649635
-87.28085,33.83129
-123.42042,42.51792
-121.8347401,45.83542050000001
-95.25839,37.34051
-116.9962233,48.1419401
-116.83468,46.91372
-86.6409554,40.60630020000001
-92.0959429,32.5312001
-89.47569,32.3642
-95.25839,37.34051
-88.94785,34.72965
-91.9294681,38.3639658
-112.0789355,33.4495511
-124.131221,42.0809237
-77.99670429999998,37.091371
-92.0959429,32.5312001
-95.25839,37.34051
-116.9138834,47.303458
-111.9737732,41.2231225
-91.45728,42.48398
-124.0075476,40.44518910000001
-95.25839,37.34051
-95.2684437,37.3084425
-123.06972749999998,43.7887466
-95.25839,37.34051
-95.25839,37.34051
-92.6586401,30.82273630000001
-87.62216,32.99879
-90.6393702,31.5810726
-123.81598,46.97587
-88.8838834,34.746889200000005
-87.91386700000002,32.4068841
-92.0959429,32.5312001
-93.1478514,35.031174799999995
-123.4351223,42.9253904
-92.1057549,33.6444761
-99.4450439,27.5676627
-82.605118,31.82348510000001
-95.25839,37.34051
-122.26822450000002,37.8113159
-89.47569,32.3642
-121.95585,46.53534000000001
-95.25839,37.34051
-123.6108694,42.589495
-117.7348304,48.6306003
-123.0847061,44.06371729999999
-95.25839,37.34051
-95.25839,37.34051
-124.131221,42.0809237
-95.25839,37.34051
-110.50862859999998,45.65495749999999
-86.6207943,31.720525899999995
-76.72210820000002,39.919617
-90.0523125,35.1428747
-121.78169040000002,42.2249288
-95.25839,37.34051
-117.04556,46.41361
-121.8347401,45.83542050000001
-89.11771999999998,32.771609999999995
-95.25839,37.34051
-89.5120084,32.4910672
-123.4351223,42.9253904
-81.64734399999998,34.2679755
-113.7394389,47.3013686
-106.8063989,41.4549764
-95.25839,37.34051
-79.8520818,36.71340170000001
-124.1460963,40.8134774
-75.31789520000002,43.4678157
-95.2684437,37.3084425
-122.1265648,48.540308
-92.7381672,41.7679201
-123.4351223,42.9253904
-124.131221,42.0809237
-89.1324866,32.3077848
-78.67958359999999,38.1677192
-124.131221,42.0809237
-76.583499,38.0589967
-88.94785,34.72965
-82.40171,32.866640000000004
-95.2684437,37.3084425
-92.4011124,31.5830311
-89.47569,32.3642
-122.94969009999998,44.8023143
-88.7493998,31.6678378
-116.90253020000002,46.20350879999999
-95.25839,37.34051
-90.6393702,31.5810726
-95.25839,37.34051
-121.6164031,45.629922
-86.8094808,33.5178769
-116.9138834,47.303458
-92.72737,41.74688
-117.01705,46.41873
-91.45728,42.48398
-122.95525,44.84955
-113.7394389,47.3013686
-120.3798102,42.2130921
-91.4821482,42.5021738
-85.1686743,32.15074680000001
-82.6915429,33.71426829999999
-93.1478514,35.031174799999995
-92.8178291,33.8983023
-116.90253020000002,46.20350879999999
-92.6785092,34.1463434
-120.3666099,37.9768028
-76.60372219999998,39.29941450000001
-91.1736994,37.9302463
-74.17390569999998,40.73507470000001
-90.5839577,47.99954839999999
-95.25839,37.34051
-79.9409555,37.2705776
-123.0550763,45.6799234
-112.762883,36.9413325
-84.16461629999998,37.1324496
-75.64408420000002,42.7114187
-87.91386700000002,32.4068841
-95.25839,37.34051
-95.25839,37.34051
-76.4505243,39.2227668
-90.6393702,40.916522
-74.39393390000002,40.5054763
-122.9615521,42.4081356
-95.2684437,37.3084425
-91.45728,42.48398
-76.60372219999998,39.29941450000001
-106.8063989,41.4549764
-121.82048,45.72558
-88.61448390000002,32.958653600000005
-84.5064881,39.1031971
-121.8347401,45.83542050000001
-95.2684437,37.3084425
-76.7567368,35.8087701
-95.2684437,37.3084425
-117.01705,46.41873
-122.6882145,45.505603
-90.43295,40.01549
-88.8838834,34.746889200000005
-95.25839,37.34051
-77.99670429999998,35.2939432
-121.95585,46.53534000000001
-106.8063989,41.4549764
-87.73696070000004,31.9272428
-95.2684437,37.3084425
-73.1113061,44.4904987
-123.0847061,44.06371729999999
-95.25839,37.34051
-77.99670429999998,35.2939432
-124.131221,42.0809237
-87.32149079999998,31.5319093
-95.2684437,37.3084425
-79.6277523,35.7059958
-124.0075476,40.44518910000001
-106.8063989,41.4549764
-92.63982,32.5305
-95.2684437,37.3084425
-107.71625,38.4948194
-92.72737,41.74688
-116.6132313,43.58962639999999
-92.6586401,30.82273630000001
-86.7818523,34.0667074
-95.25839,37.34051
-116.5622428,47.2237308
-95.25839,37.34051
-106.8063989,41.4549764
-118.1770385,48.77513279999999
-117.4316272,47.66007159999999
-95.25839,37.34051
-92.6785092,34.1463434
-84.98175400000002,30.2937344
-95.2684437,37.3084425
-91.45728,42.48398
-124.28957,42.0549
-88.40859,34.2736
-123.0847061,44.06371729999999
-74.17421,40.73198
-78.36146719999998,39.98665560000001
-77.4128193,36.4679926
-95.25839,37.34051
-95.2684437,37.3084425
-95.2684437,37.3084425
-122.6882145,45.505603
-78.67958359999999,38.1677192
-123.4351223,42.9253904
-95.2684437,37.3084425
-90.6393702,31.5810726
-95.25839,37.34051
-124.131221,42.0809237
-117.7348304,48.6306003
-106.8063989,41.4549764
-95.25839,37.34051
-116.5601562,47.8996027
-95.2684437,37.3084425
-92.85394,31.4995
-121.2317125,40.3077991
-95.25839,37.34051
-88.8838834,34.746889200000005
-81.88798840000003,40.5323483
-88.8838834,34.746889200000005
-123.51426200000002,45.1916734
-114.18228,48.37064
-124.131221,42.0809237
-88.08030509999998,30.8242537
-93.29593,33.35338
-117.91734,45.56519
-122.371366,45.53043659999999
-124.131221,42.0809237
-95.25839,37.34051
-92.6586401,31.91961239999999
-81.22985299999998,32.7490635
-95.25839,37.34051
-123.0847061,44.06371729999999
-123.4974762,44.127802
-74.0505752,40.8362579
-121.6164031,45.629922
-124.15953,40.80328
-124.0075476,40.44518910000001
-95.25839,37.34051
-83.37893890000002,30.7729189
-117.3467472,47.4249512
-98.7921836,31.1904591
-92.72737,41.74688
-112.0789355,33.4495511
-113.7394389,47.3013686
-123.0776058,44.25532860000001
-88.94785,34.72965
-90.2807868,44.7940364
-123.35414,43.27862
-124.131221,42.0809237
-77.99670429999998,35.2939432
-92.8178291,33.8983023
-91.45728,42.48398
-109.9973244,33.8549816
-76.4505243,39.2227668
-88.40859,34.2736
-79.7175517,41.59740770000001
-113.7394389,47.3013686
-93.4397386,31.3768166
-91.4821482,42.5021738
-116.6132313,43.58962639999999
-122.7691734,46.027172
-89.5120084,32.4910672
-81.65621999999998,30.33147
-123.213851,39.14119700000001
-119.0692659,35.93935829999999
-123.9260215,46.8765217
-122.5337802,45.0503046
-122.6882145,45.505603
-92.0959429,32.5312001
-91.443469,31.162986
-89.1324866,32.3077848
-124.1460963,40.8134774
